Acuracy of k=, 5, dist=, 1, weighted dist    :, 77.34375
Acuracy of k=, 6, dist=, 1, non weighted dist:, 77.34375
Acuracy of k=, 6, dist=, 1, weighted dist    :, 76.5625
Acuracy of k=, 11, dist=, 1, non weighted dist:, 76.5625
Acuracy of k=, 11, dist=, 1, weighted dist    :, 78.125
Acuracy of k=, 12, dist=, 1, non weighted dist:, 75.0
Acuracy of k=, 12, dist=, 1, weighted dist    :, 76.5625
Acuracy of k=, 33, dist=, 1, non weighted dist:, 73.4375
Acuracy of k=, 33, dist=, 1, weighted dist    :, 75.78125
Acuracy of k=, 34, dist=, 1, non weighted dist:, 73.4375
Acuracy of k=, 34, dist=, 1, weighted dist    :, 76.5625
Acuracy of k=, 63, dist=, 1, non weighted dist:, 75.78125
Acuracy of k=, 63, dist=, 1, weighted dist    :, 78.125
Acuracy of k=, 64, dist=, 1, non weighted dist:, 74.21875
Acuracy of k=, 64, dist=, 1, weighted dist    :, 78.125

#################### Minkowski distance: , 2
Acuracy of k=, 3, dist=, 2, non weighted dist:, 78.125
Acuracy of k=, 3, dist=, 2, weighted dist    :, 76.5625
Acuracy of k=, 4, dist=, 2, non weighted dist:, 75.0
Acuracy of k=, 4, dist=, 2, weighted dist    :, 77.34375
Acuracy of k=, 5, dist=, 2, non weighted dist:, 78.125
Acuracy of k=, 5, dist=, 2, weighted dist    :, 78.125
Acuracy of k=, 6, dist=, 2, non weighted dist:, 75.78125
Acuracy of k=, 6, dist=, 2, weighted dist    :, 76.5625
Acuracy of k=, 11, dist=, 2, non weighted dist:, 76.5625
Acuracy of k=, 11, dist=, 2, weighted dist    :, 78.125
Acuracy of k=, 12, dist=, 2, non weighted dist:, 73.4375
Acuracy of k=, 12, dist=, 2, weighted dist    :, 76.5625
Acuracy of k=, 33, dist=, 2, non weighted dist:, 73.4375
Acuracy of k=, 33, dist=, 2, weighted dist    :, 75.0
Acuracy of k=, 34, dist=, 2, non weighted dist:, 73.4375
Acuracy of k=, 34, dist=, 2, weighted dist    :, 75.78125
Acuracy of k=, 63, dist=, 2, non weighted dist:, 75.0
Acuracy of k=, 63, dist=, 2, weighted dist    :, 76.5625
Acuracy of k=, 64, dist=, 2, non weighted dist:, 75.0
Acuracy of k=, 64, dist=, 2, weighted dist    :, 76.5625

#################### Minkowski distance: , 4
Acuracy of k=, 3, dist=, 4, non weighted dist:, 77.34375
Acuracy of k=, 3, dist=, 4, weighted dist    :, 75.0
Acuracy of k=, 4, dist=, 4, non weighted dist:, 73.4375
Acuracy of k=, 4, dist=, 4, weighted dist    :, 75.78125
Acuracy of k=, 5, dist=, 4, non weighted dist:, 78.125
Acuracy of k=, 5, dist=, 4, weighted dist    :, 76.5625
Acuracy of k=, 6, dist=, 4, non weighted dist:, 75.0
Acuracy of k=, 6, dist=, 4, weighted dist    :, 75.78125
Acuracy of k=, 11, dist=, 4, non weighted dist:, 75.78125
Acuracy of k=, 11, dist=, 4, weighted dist    :, 77.34375
Acuracy of k=, 12, dist=, 4, non weighted dist:, 74.21875
Acuracy of k=, 12, dist=, 4, weighted dist    :, 77.34375
Acuracy of k=, 33, dist=, 4, non weighted dist:, 74.21875
Acuracy of k=, 33, dist=, 4, weighted dist    :, 75.0
Acuracy of k=, 34, dist=, 4, non weighted dist:, 74.21875
Acuracy of k=, 34, dist=, 4, weighted dist    :, 75.0
Acuracy of k=, 63, dist=, 4, non weighted dist:, 75.78125
Acuracy of k=, 63, dist=, 4, weighted dist    :, 76.5625
Acuracy of k=, 64, dist=, 4, non weighted dist:, 75.78125
Acuracy of k=, 64, dist=, 4, weighted dist    :, 75.78125

#################### Minkowski distance: , 8
Acuracy of k=, 3, dist=, 8, non weighted dist:, 76.5625
Acuracy of k=, 3, dist=, 8, weighted dist    :, 74.21875
Acuracy of k=, 4, dist=, 8, non weighted dist:, 71.875
Acuracy of k=, 4, dist=, 8, weighted dist    :, 75.78125
Acuracy of k=, 5, dist=, 8, non weighted dist:, 75.78125
Acuracy of k=, 5, dist=, 8, weighted dist    :, 75.0
Acuracy of k=, 6, dist=, 8, non weighted dist:, 73.4375
Acuracy of k=, 6, dist=, 8, weighted dist    :, 75.78125
Acuracy of k=, 11, dist=, 8, non weighted dist:, 76.5625
Acuracy of k=, 11, dist=, 8, weighted dist    :, 77.34375
Acuracy of k=, 12, dist=, 8, non weighted dist:, 73.4375
Acuracy of k=, 12, dist=, 8, weighted dist    :, 77.34375
Acuracy of k=, 33, dist=, 8, non weighted dist:, 74.21875
Acuracy of k=, 33, dist=, 8, weighted dist    :, 74.21875
Acuracy of k=, 34, dist=, 8, non weighted dist:, 73.4375
Acuracy of k=, 34, dist=, 8, weighted dist    :, 75.0
Acuracy of k=, 63, dist=, 8, non weighted dist:, 75.0
Acuracy of k=, 63, dist=, 8, weighted dist    :, 75.78125
Acuracy of k=, 64, dist=, 8, non weighted dist:, 75.0
Acuracy of k=, 64, dist=, 8, weighted dist    :, 75.78125

